timestamp;gyro_x;gyro_y;gyro_z;gyro_temp;Ref V1;Ref V2;Ref V3;Ref V4;Ref V5;Ref Valid;Ref V_r;Ref lambda_r;SunS temperature_a;SunS temperature_b;SunS temperature_c;SunS temperature_d;SunS temperature_structure;ALS VL 1A;ALS VL 1B;ALS VL 1C;ALS VL 1D;ALS VL 2A;ALS VL 2B;ALS VL 2C;ALS VL 2D;ALS VL 3A;ALS VL 3B;ALS VL 3C;ALS VL 3D
1161583.475;-1.80869565217;-3.13043478261;0.765217391304;5.81071428571;3598.88110352;3582.35498047;3595.06738281;3577.27001953;3588.71118164;True;0;0;-6.891914111;-5.91875911242;-6.891914111;-7.86132620573;-5.63296875;0;0;0;0;0;0;0;0;0;0;0;0
1161588.325;-1.80869565217;-3.2;0.834782608696;5.675;3598.88110352;3582.35498047;3593.79614258;3575.9987793;3587.43994141;False;0;0;-6.891914111;-6.891914111;-6.891914111;-7.86132620573;-5.63296875;0;0;0;0;0;0;0;0;0;0;0;0
1161593.175;-1.80869565217;-3.2;0.834782608696;5.56428571429;3598.88110352;3582.35498047;3593.79614258;3575.9987793;3587.43994141;False;0;0;-6.891914111;-6.891914111;-6.891914111;-7.86132620573;-5.63296875;0;0;0;0;0;0;0;0;0;0;0;0
1161598.025;-1.80869565217;-3.2;0.834782608696;5.67857142857;3598.88110352;3582.35498047;3593.79614258;3575.9987793;3587.43994141;False;0;0;-6.891914111;-6.891914111;-6.891914111;-7.86132620573;-5.63296875;0;0;0;0;0;0;0;0;0;0;0;0
1161603.475;-1.87826086957;-3.2;0.834782608696;5.23571428571;3598.88110352;3582.35498047;3593.79614258;3577.27001953;3587.43994141;False;0;0;-6.891914111;-6.891914111;-6.891914111;-7.86132620573;-5.63296875;0;0;0;0;0;0;0;0;0;0;0;0
1161608.325;-1.87826086957;-3.2;0.834782608696;5.23928571429;3598.88110352;3582.35498047;3593.79614258;3575.9987793;3587.43994141;False;0;0;-6.891914111;-6.891914111;-6.891914111;-7.86132620573;-5.824375;0;0;0;0;0;0;0;0;0;0;0;0
1161613.175;-1.80869565217;-3.2;0.834782608696;4.98571428571;3598.88110352;3582.35498047;3593.79614258;3575.9987793;3587.43994141;False;0;0;-7.86132620573;-6.891914111;-6.891914111;-7.86132620573;-5.824375;0;0;0;0;0;0;0;0;0;0;0;0
1161619.175;-1.87826086957;-3.26956521739;0.904347826087;5.18928571429;3598.88110352;3582.35498047;3593.79614258;3575.9987793;3587.43994141;False;0;0;-7.86132620573;-6.891914111;-6.891914111;-7.86132620573;-5.824375;0;0;0;0;0;0;0;0;0;0;0;0
1161624.075;-1.87826086957;-3.26956521739;0.904347826087;5.02857142857;3598.88110352;3582.35498047;3595.06738281;3577.27001953;3587.43994141;False;0;0;-7.86132620573;-6.891914111;-7.86132620573;-7.86132620573;-6.01578125;0;0;0;0;0;0;0;0;0;0;0;0
1161628.925;-1.94782608696;-3.33913043478;0.973913043478;5.05;3598.88110352;3582.35498047;3595.06738281;3577.27001953;3587.43994141;False;0;0;-7.86132620573;-6.891914111;-7.86132620573;-7.86132620573;-6.01578125;0;0;0;0;0;0;0;0;0;0;0;0
1161634.425;-1.94782608696;-3.33913043478;0.973913043478;4.98214285714;3598.88110352;3582.35498047;3595.06738281;3577.27001953;3588.71118164;True;0;0;-7.86132620573;-6.891914111;-7.86132620573;-7.86132620573;-6.2071875;0;0;0;0;0;0;0;0;0;0;0;0
1161639.275;-1.94782608696;-3.40869565217;0.973913043478;5.40714285714;3598.88110352;3582.35498047;3595.06738281;3577.27001953;3588.71118164;True;0;0;-7.86132620573;-7.86132620573;-7.86132620573;-8.82701694885;-6.2071875;0;0;0;0;0;0;0;0;0;0;0;0
1161644.125;-1.94782608696;-3.47826086957;0.973913043478;4.86428571429;3598.88110352;3583.6262207;3595.06738281;3577.27001953;3588.71118164;False;0;0;-7.86132620573;-6.891914111;-7.86132620573;-8.82701694885;-6.2071875;0;0;0;0;0;0;0;0;0;0;0;0
1161650.375;-1.94782608696;-3.40869565217;1.04347826087;4.91428571429;3600.15234375;3582.35498047;3595.06738281;3577.27001953;3588.71118164;False;0;0;-7.86132620573;-7.86132620573;-7.86132620573;-8.82701694885;-6.39859375;0;0;0;0;0;0;0;0;0;0;0;0
1161655.225;-1.94782608696;-3.40869565217;1.04347826087;4.86428571429;3600.15234375;3583.6262207;3595.06738281;3577.27001953;3588.71118164;False;0;0;-7.86132620573;-7.86132620573;-7.86132620573;-8.82701694885;-6.39859375;0;0;0;0;0;0;0;0;0;0;0;0
1161660.075;-2.01739130435;-3.40869565217;1.11304347826;4.82142857143;3600.15234375;3583.6262207;3595.06738281;3577.27001953;3588.71118164;False;0;0;-7.86132620573;-7.86132620573;-7.86132620573;-8.82701694885;-6.59;0;0;0;0;0;0;0;0;0;0;0;0
1161665.625;-1.94782608696;-3.47826086957;1.04347826087;4.80714285714;3600.15234375;3583.6262207;3596.33862305;3578.54125977;3588.71118164;False;0;0;-7.86132620573;-7.86132620573;-7.86132620573;-8.82701694885;-6.59;0;0;0;0;0;0;0;0;0;0;0;0
1161670.475;-2.01739130435;-3.47826086957;1.11304347826;4.90714285714;3600.15234375;3583.6262207;3596.33862305;3578.54125977;3589.98242188;True;0;0;-7.86132620573;-7.86132620573;-7.86132620573;-8.82701694885;-6.78140625;0;0;0;0;0;0;0;0;0;0;0;0
1161675.375;-2.01739130435;-3.47826086957;1.11304347826;4.81428571429;3600.15234375;3583.6262207;3596.33862305;3578.54125977;3589.98242188;True;0;0;-8.82701694885;-7.86132620573;-7.86132620573;-8.82701694885;-6.78140625;0;0;0;0;0;0;0;0;0;0;0;0
1161681.475;-2.01739130435;-3.47826086957;1.18260869565;4.57857142857;3600.15234375;3583.6262207;3596.33862305;3578.54125977;3589.98242188;True;0;0;-8.82701694885;-7.86132620573;-7.86132620573;-8.82701694885;-6.78140625;0;0;0;0;0;0;0;0;0;0;0;0
1161686.325;-2.08695652174;-3.47826086957;1.11304347826;4.63928571429;3601.42358398;3583.6262207;3596.33862305;3578.54125977;3589.98242188;False;0;0;-8.82701694885;-7.86132620573;-8.82701694885;-9.78900772744;-6.9728125;0;0;0;0;0;0;0;0;0;0;0;0
1161691.175;-2.08695652174;-3.54782608696;1.18260869565;4.66071428571;3601.42358398;3584.89746094;3596.33862305;3578.54125977;3589.98242188;False;0;0;-8.82701694885;-7.86132620573;-8.82701694885;-9.78900772744;-6.9728125;0;0;0;0;0;0;0;0;0;0;0;0
